grid_x,grid_y,FGA,FGM,FG_PCT,PLAYER
-113.0,337.0,1,0,0.0,Nikola Jokić
-88.0,12.0,3,2,0.6667,Nikola Jokić
-88.0,37.0,1,0,0.0,Nikola Jokić
-88.0,62.0,1,0,0.0,Nikola Jokić
-88.0,112.0,1,1,1.0,Nikola Jokić
-88.0,212.0,2,0,0.0,Nikola Jokić
-88.0,237.0,13,5,0.3846,Nikola Jokić
-63.0,12.0,3,2,0.6667,Nikola Jokić
-63.0,37.0,2,2,1.0,Nikola Jokić
-63.0,62.0,3,2,0.6667,Nikola Jokić
-63.0,212.0,2,1,0.5,Nikola Jokić
-63.0,237.0,4,4,1.0,Nikola Jokić
-63.0,262.0,6,1,0.1667,Nikola Jokić
-63.0,312.0,1,0,0.0,Nikola Jokić
-38.0,-13.0,1,0,0.0,Nikola Jokić
-38.0,12.0,5,5,1.0,Nikola Jokić
-38.0,37.0,13,9,0.6923,Nikola Jokić
-38.0,62.0,10,7,0.7,Nikola Jokić
-38.0,87.0,3,2,0.6667,Nikola Jokić
-38.0,112.0,2,2,1.0,Nikola Jokić
-38.0,137.0,1,1,1.0,Nikola Jokić
-38.0,162.0,1,1,1.0,Nikola Jokić
-38.0,187.0,1,1,1.0,Nikola Jokić
-38.0,212.0,1,1,1.0,Nikola Jokić
-38.0,237.0,1,1,1.0,Nikola Jokić
-38.0,262.0,5,2,0.4,Nikola Jokić
-13.0,-13.0,6,5,0.8333,Nikola Jokić
-13.0,12.0,44,36,0.8182,Nikola Jokić
-13.0,37.0,29,19,0.6552,Nikola Jokić
-13.0,62.0,24,17,0.7083,Nikola Jokić
-13.0,87.0,15,8,0.5333,Nikola Jokić
-13.0,112.0,2,2,1.0,Nikola Jokić
-13.0,137.0,3,1,0.3333,Nikola Jokić
-13.0,162.0,4,3,0.75,Nikola Jokić
-13.0,187.0,3,3,1.0,Nikola Jokić
-13.0,212.0,1,0,0.0,Nikola Jokić
-13.0,237.0,1,0,0.0,Nikola Jokić
-13.0,262.0,13,2,0.1538,Nikola Jokić
-13.0,287.0,1,0,0.0,Nikola Jokić
12.0,-13.0,7,6,0.8571,Nikola Jokić
12.0,12.0,94,66,0.7021,Nikola Jokić
12.0,37.0,38,27,0.7105,Nikola Jokić
12.0,62.0,29,14,0.4828,Nikola Jokić
12.0,87.0,11,6,0.5455,Nikola Jokić
12.0,112.0,13,9,0.6923,Nikola Jokić
12.0,137.0,1,1,1.0,Nikola Jokić
12.0,162.0,6,4,0.6667,Nikola Jokić
12.0,237.0,4,1,0.25,Nikola Jokić
12.0,262.0,18,8,0.4444,Nikola Jokić
12.0,287.0,2,1,0.5,Nikola Jokić
12.0,387.0,1,1,1.0,Nikola Jokić
37.0,-13.0,2,2,1.0,Nikola Jokić
37.0,12.0,23,15,0.6522,Nikola Jokić
37.0,37.0,16,11,0.6875,Nikola Jokić
37.0,62.0,13,6,0.4615,Nikola Jokić
37.0,112.0,3,1,0.3333,Nikola Jokić
37.0,137.0,3,1,0.3333,Nikola Jokić
37.0,162.0,1,1,1.0,Nikola Jokić
37.0,237.0,3,2,0.6667,Nikola Jokić
37.0,262.0,12,6,0.5,Nikola Jokić
37.0,287.0,2,1,0.5,Nikola Jokić
62.0,12.0,8,3,0.375,Nikola Jokić
62.0,37.0,8,7,0.875,Nikola Jokić
62.0,62.0,11,4,0.3636,Nikola Jokić
62.0,87.0,2,2,1.0,Nikola Jokić
62.0,112.0,3,1,0.3333,Nikola Jokić
62.0,137.0,1,0,0.0,Nikola Jokić
62.0,212.0,1,0,0.0,Nikola Jokić
62.0,237.0,5,3,0.6,Nikola Jokić
62.0,262.0,10,4,0.4,Nikola Jokić
62.0,287.0,1,1,1.0,Nikola Jokić
62.0,312.0,1,1,1.0,Nikola Jokić
87.0,12.0,1,0,0.0,Nikola Jokić
87.0,37.0,3,1,0.3333,Nikola Jokić
87.0,87.0,1,0,0.0,Nikola Jokić
87.0,112.0,1,1,1.0,Nikola Jokić
87.0,162.0,1,1,1.0,Nikola Jokić
87.0,237.0,8,2,0.25,Nikola Jokić
112.0,12.0,2,1,0.5,Nikola Jokić
112.0,62.0,2,0,0.0,Nikola Jokić
112.0,87.0,2,1,0.5,Nikola Jokić
112.0,137.0,1,0,0.0,Nikola Jokić
112.0,162.0,1,1,1.0,Nikola Jokić
112.0,187.0,1,0,0.0,Nikola Jokić
112.0,212.0,2,1,0.5,Nikola Jokić
112.0,237.0,10,5,0.5,Nikola Jokić
112.0,287.0,1,0,0.0,Nikola Jokić
137.0,37.0,2,0,0.0,Nikola Jokić
137.0,112.0,3,2,0.6667,Nikola Jokić
137.0,212.0,9,4,0.4444,Nikola Jokić
137.0,237.0,2,0,0.0,Nikola Jokić
137.0,262.0,1,0,0.0,Nikola Jokić
162.0,12.0,1,0,0.0,Nikola Jokić
162.0,37.0,1,1,1.0,Nikola Jokić
162.0,62.0,2,1,0.5,Nikola Jokić
162.0,162.0,1,1,1.0,Nikola Jokić
162.0,187.0,5,3,0.6,Nikola Jokić
162.0,212.0,4,3,0.75,Nikola Jokić
187.0,162.0,1,0,0.0,Nikola Jokić
187.0,187.0,1,0,0.0,Nikola Jokić
212.0,12.0,1,1,1.0,Nikola Jokić
212.0,137.0,2,0,0.0,Nikola Jokić
212.0,162.0,1,0,0.0,Nikola Jokić
237.0,12.0,1,1,1.0,Nikola Jokić
237.0,37.0,1,0,0.0,Nikola Jokić
237.0,62.0,2,1,0.5,Nikola Jokić
-238.0,-13.0,5,4,0.8,Stephen Curry
-238.0,12.0,3,2,0.6667,Stephen Curry
-238.0,37.0,4,3,0.75,Stephen Curry
-238.0,62.0,4,0,0.0,Stephen Curry
-238.0,87.0,1,0,0.0,Stephen Curry
-238.0,112.0,3,1,0.3333,Stephen Curry
-213.0,-13.0,3,1,0.3333,Stephen Curry
-213.0,12.0,2,0,0.0,Stephen Curry
-213.0,62.0,1,1,1.0,Stephen Curry
-213.0,112.0,3,1,0.3333,Stephen Curry
-213.0,137.0,4,1,0.25,Stephen Curry
-213.0,162.0,6,0,0.0,Stephen Curry
-213.0,212.0,1,1,1.0,Stephen Curry
-213.0,262.0,1,1,1.0,Stephen Curry
-213.0,287.0,1,0,0.0,Stephen Curry
-188.0,-38.0,1,0,0.0,Stephen Curry
-188.0,37.0,1,1,1.0,Stephen Curry
-188.0,137.0,2,1,0.5,Stephen Curry
-188.0,162.0,8,5,0.625,Stephen Curry
-188.0,187.0,15,4,0.2667,Stephen Curry
-188.0,212.0,3,0,0.0,Stephen Curry
-188.0,237.0,4,1,0.25,Stephen Curry
-188.0,262.0,1,0,0.0,Stephen Curry
-188.0,287.0,1,1,1.0,Stephen Curry
-163.0,12.0,1,1,1.0,Stephen Curry
-163.0,87.0,1,1,1.0,Stephen Curry
-163.0,137.0,3,0,0.0,Stephen Curry
-163.0,162.0,1,0,0.0,Stephen Curry
-163.0,187.0,4,0,0.0,Stephen Curry
-163.0,212.0,16,11,0.6875,Stephen Curry
-163.0,237.0,3,2,0.6667,Stephen Curry
-163.0,262.0,3,0,0.0,Stephen Curry
-163.0,287.0,2,1,0.5,Stephen Curry
-138.0,-13.0,1,1,1.0,Stephen Curry
-138.0,12.0,1,1,1.0,Stephen Curry
-138.0,37.0,1,0,0.0,Stephen Curry
-138.0,62.0,1,1,1.0,Stephen Curry
-138.0,87.0,3,1,0.3333,Stephen Curry
-138.0,112.0,1,1,1.0,Stephen Curry
-138.0,137.0,3,2,0.6667,Stephen Curry
-138.0,162.0,1,0,0.0,Stephen Curry
-138.0,187.0,1,1,1.0,Stephen Curry
-138.0,212.0,10,3,0.3,Stephen Curry
-138.0,237.0,9,3,0.3333,Stephen Curry
-138.0,262.0,4,1,0.25,Stephen Curry
-138.0,287.0,1,0,0.0,Stephen Curry
-113.0,12.0,1,1,1.0,Stephen Curry
-113.0,37.0,1,1,1.0,Stephen Curry
-113.0,62.0,2,0,0.0,Stephen Curry
-113.0,87.0,3,2,0.6667,Stephen Curry
-113.0,137.0,3,2,0.6667,Stephen Curry
-113.0,162.0,2,0,0.0,Stephen Curry
-113.0,187.0,1,1,1.0,Stephen Curry
-113.0,212.0,3,2,0.6667,Stephen Curry
-113.0,237.0,2,1,0.5,Stephen Curry
-113.0,262.0,3,1,0.3333,Stephen Curry
-113.0,287.0,1,0,0.0,Stephen Curry
-88.0,37.0,1,1,1.0,Stephen Curry
-88.0,62.0,1,0,0.0,Stephen Curry
-88.0,237.0,10,3,0.3,Stephen Curry
-88.0,262.0,10,7,0.7,Stephen Curry
-88.0,287.0,2,0,0.0,Stephen Curry
-88.0,312.0,2,1,0.5,Stephen Curry
-88.0,337.0,1,0,0.0,Stephen Curry
-63.0,12.0,2,1,0.5,Stephen Curry
-63.0,37.0,1,1,1.0,Stephen Curry
-63.0,62.0,1,0,0.0,Stephen Curry
-63.0,112.0,1,1,1.0,Stephen Curry
-63.0,137.0,1,0,0.0,Stephen Curry
-63.0,212.0,1,0,0.0,Stephen Curry
-63.0,237.0,1,0,0.0,Stephen Curry
-63.0,262.0,10,4,0.4,Stephen Curry
-63.0,287.0,2,1,0.5,Stephen Curry
-38.0,-13.0,2,2,1.0,Stephen Curry
-38.0,12.0,16,9,0.5625,Stephen Curry
-38.0,37.0,7,4,0.5714,Stephen Curry
-38.0,62.0,2,0,0.0,Stephen Curry
-38.0,87.0,1,1,1.0,Stephen Curry
-38.0,137.0,2,1,0.5,Stephen Curry
-38.0,237.0,5,2,0.4,Stephen Curry
-38.0,262.0,5,0,0.0,Stephen Curry
-38.0,287.0,3,1,0.3333,Stephen Curry
-13.0,-13.0,3,2,0.6667,Stephen Curry
-13.0,12.0,25,19,0.76,Stephen Curry
-13.0,37.0,10,7,0.7,Stephen Curry
-13.0,62.0,2,2,1.0,Stephen Curry
-13.0,87.0,1,1,1.0,Stephen Curry
-13.0,112.0,1,1,1.0,Stephen Curry
-13.0,162.0,1,0,0.0,Stephen Curry
-13.0,237.0,1,1,1.0,Stephen Curry
-13.0,262.0,12,6,0.5,Stephen Curry
-13.0,287.0,7,3,0.4286,Stephen Curry
-13.0,312.0,1,0,0.0,Stephen Curry
-13.0,337.0,1,0,0.0,Stephen Curry
12.0,-13.0,2,2,1.0,Stephen Curry
12.0,12.0,40,26,0.65,Stephen Curry
12.0,37.0,19,12,0.6316,Stephen Curry
12.0,62.0,8,5,0.625,Stephen Curry
12.0,87.0,2,0,0.0,Stephen Curry
12.0,112.0,3,1,0.3333,Stephen Curry
12.0,162.0,1,1,1.0,Stephen Curry
12.0,187.0,1,0,0.0,Stephen Curry
12.0,212.0,2,1,0.5,Stephen Curry
12.0,237.0,3,1,0.3333,Stephen Curry
12.0,262.0,13,7,0.5385,Stephen Curry
12.0,287.0,10,3,0.3,Stephen Curry
12.0,312.0,2,0,0.0,Stephen Curry
12.0,337.0,2,1,0.5,Stephen Curry
37.0,12.0,18,12,0.6667,Stephen Curry
37.0,37.0,12,7,0.5833,Stephen Curry
37.0,62.0,6,2,0.3333,Stephen Curry
37.0,87.0,1,0,0.0,Stephen Curry
37.0,112.0,2,0,0.0,Stephen Curry
37.0,162.0,2,2,1.0,Stephen Curry
37.0,187.0,1,1,1.0,Stephen Curry
37.0,237.0,1,0,0.0,Stephen Curry
37.0,262.0,14,5,0.3571,Stephen Curry
37.0,287.0,3,2,0.6667,Stephen Curry
37.0,387.0,1,0,0.0,Stephen Curry
62.0,12.0,2,1,0.5,Stephen Curry
62.0,37.0,4,4,1.0,Stephen Curry
62.0,62.0,3,1,0.3333,Stephen Curry
62.0,87.0,3,2,0.6667,Stephen Curry
62.0,112.0,1,0,0.0,Stephen Curry
62.0,137.0,2,1,0.5,Stephen Curry
62.0,162.0,1,0,0.0,Stephen Curry
62.0,187.0,3,2,0.6667,Stephen Curry
62.0,212.0,1,0,0.0,Stephen Curry
62.0,237.0,1,1,1.0,Stephen Curry
62.0,262.0,8,1,0.125,Stephen Curry
62.0,287.0,7,6,0.8571,Stephen Curry
62.0,362.0,1,1,1.0,Stephen Curry
87.0,37.0,3,2,0.6667,Stephen Curry
87.0,62.0,5,2,0.4,Stephen Curry
87.0,87.0,4,1,0.25,Stephen Curry
87.0,112.0,1,0,0.0,Stephen Curry
87.0,187.0,2,1,0.5,Stephen Curry
87.0,237.0,7,2,0.2857,Stephen Curry
87.0,262.0,7,4,0.5714,Stephen Curry
87.0,287.0,4,0,0.0,Stephen Curry
112.0,37.0,1,1,1.0,Stephen Curry
112.0,62.0,3,2,0.6667,Stephen Curry
112.0,87.0,2,1,0.5,Stephen Curry
112.0,112.0,1,0,0.0,Stephen Curry
112.0,162.0,1,1,1.0,Stephen Curry
112.0,212.0,3,1,0.3333,Stephen Curry
112.0,237.0,8,2,0.25,Stephen Curry
112.0,262.0,9,3,0.3333,Stephen Curry
112.0,287.0,1,1,1.0,Stephen Curry
112.0,337.0,1,1,1.0,Stephen Curry
137.0,-13.0,1,0,0.0,Stephen Curry
137.0,12.0,1,0,0.0,Stephen Curry
137.0,87.0,1,0,0.0,Stephen Curry
137.0,112.0,2,2,1.0,Stephen Curry
137.0,137.0,1,0,0.0,Stephen Curry
137.0,162.0,1,0,0.0,Stephen Curry
137.0,212.0,6,4,0.6667,Stephen Curry
137.0,237.0,14,4,0.2857,Stephen Curry
137.0,262.0,5,0,0.0,Stephen Curry
162.0,-38.0,1,1,1.0,Stephen Curry
162.0,-13.0,1,1,1.0,Stephen Curry
162.0,12.0,1,0,0.0,Stephen Curry
162.0,62.0,1,1,1.0,Stephen Curry
162.0,112.0,1,1,1.0,Stephen Curry
162.0,187.0,8,2,0.25,Stephen Curry
162.0,212.0,20,9,0.45,Stephen Curry
162.0,237.0,13,4,0.3077,Stephen Curry
162.0,262.0,6,1,0.1667,Stephen Curry
162.0,287.0,2,1,0.5,Stephen Curry
187.0,62.0,1,0,0.0,Stephen Curry
187.0,112.0,1,1,1.0,Stephen Curry
187.0,162.0,3,3,1.0,Stephen Curry
187.0,187.0,15,6,0.4,Stephen Curry
187.0,212.0,6,3,0.5,Stephen Curry
187.0,237.0,2,0,0.0,Stephen Curry
187.0,262.0,2,0,0.0,Stephen Curry
187.0,287.0,1,1,1.0,Stephen Curry
212.0,62.0,1,0,0.0,Stephen Curry
212.0,137.0,4,3,0.75,Stephen Curry
212.0,162.0,7,3,0.4286,Stephen Curry
212.0,187.0,2,0,0.0,Stephen Curry
212.0,212.0,3,1,0.3333,Stephen Curry
237.0,-13.0,1,1,1.0,Stephen Curry
237.0,12.0,3,1,0.3333,Stephen Curry
237.0,37.0,2,1,0.5,Stephen Curry
237.0,62.0,3,3,1.0,Stephen Curry
237.0,87.0,2,0,0.0,Stephen Curry
237.0,112.0,2,0,0.0,Stephen Curry
237.0,137.0,2,1,0.5,Stephen Curry
